City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
519,Nuuk,GL,64.1835,-51.7216,40.87,65,33,8.01,scattered clouds,2022-06-02 03:55:58
520,Geri,CY,35.1,33.4167,66.33,77,0,6.91,clear sky,2022-06-02 03:55:58
521,Westport,US,41.1415,-73.3579,61.29,95,75,8.05,light rain,2022-06-02 03:52:44
522,Lebanon,US,36.2081,-86.2911,79.56,82,100,5.41,overcast clouds,2022-06-02 03:55:59
523,Santana Do Livramento,BR,-30.8908,-55.5328,36.77,86,0,6.42,clear sky,2022-06-02 03:53:21
524,Turayf,SA,31.6725,38.6637,79.05,18,0,18.41,clear sky,2022-06-02 03:56:00
525,Laguna,US,38.421,-121.4238,84.34,31,40,3.0,scattered clouds,2022-06-02 03:56:01
526,Baykit,RU,61.67,96.37,57.87,48,100,5.55,overcast clouds,2022-06-02 03:56:02
527,Ambatofinandrahana,MG,-20.55,46.8,47.41,67,0,2.62,clear sky,2022-06-02 03:56:02
528,Vrangel,RU,42.7297,133.0839,54.55,84,77,11.95,moderate rain,2022-06-02 03:56:03
529,Dehloran,IR,32.6941,47.2679,98.82,7,0,5.06,clear sky,2022-06-02 03:56:04
530,Araouane,ML,18.9048,-3.5265,93.09,11,100,12.62,overcast clouds,2022-06-02 03:56:04
531,Verkhoyansk,RU,67.5447,133.385,51.71,64,100,2.62,overcast clouds,2022-06-02 03:56:05
532,Felanitx,ES,39.4696,3.1483,67.95,60,8,6.44,clear sky,2022-06-02 03:56:05
533,Inhambane,MZ,-23.865,35.3833,62.58,93,40,3.44,scattered clouds,2022-06-02 03:56:06
534,Lahaina,US,20.8783,-156.6825,78.94,87,31,8.84,scattered clouds,2022-06-02 03:56:07
535,Chernyy Yar,RU,48.0624,46.1091,72.14,43,62,14.14,broken clouds,2022-06-02 03:56:07
536,Kieta,PG,-6.2167,155.6333,81.59,78,100,4.85,light rain,2022-06-02 03:56:08
537,Altay,CN,47.8667,88.1167,58.57,59,39,13.67,scattered clouds,2022-06-02 03:56:09
538,Warrington,GB,53.3925,-2.5802,49.33,91,10,5.75,clear sky,2022-06-02 03:56:09
539,Naziya,RU,59.8,31.3833,57.54,1,100,10.45,overcast clouds,2022-06-02 03:56:10
540,Barcelos,PT,41.5388,-8.6151,62.74,90,98,4.61,overcast clouds,2022-06-02 03:56:11
541,Marsh Harbour,BS,26.5412,-77.0636,77.68,73,11,1.12,few clouds,2022-06-02 03:56:11
542,Sembe,CG,1.6481,14.5806,70.02,99,100,0.85,light rain,2022-06-02 03:56:12
543,Bida,NG,9.0833,6.0167,77.07,77,54,3.91,broken clouds,2022-06-02 03:56:13
544,Sur,OM,22.5667,59.5289,89.4,42,31,6.4,scattered clouds,2022-06-02 03:56:13
545,Launceston,AU,-41.45,147.1667,51.62,58,40,6.91,scattered clouds,2022-06-02 03:56:14
546,Athabasca,CA,54.7169,-113.2854,63.01,53,4,2.21,clear sky,2022-06-02 03:56:15
547,Ferme-Neuve,CA,46.7001,-75.4493,54.68,97,100,4.43,overcast clouds,2022-06-02 03:56:15
548,Grand Gaube,MU,-20.0064,57.6608,72.37,77,4,4.0,clear sky,2022-06-02 03:56:16
549,Xiaoyi,CN,34.6178,109.703,95.76,26,83,3.51,broken clouds,2022-06-02 03:56:17
550,Rio Gallegos,AR,-51.6226,-69.2181,23.05,93,0,9.22,clear sky,2022-06-02 03:51:37
551,Srednekolymsk,RU,67.45,153.6833,72.18,37,99,11.45,overcast clouds,2022-06-02 03:57:18
552,Fort Nelson,CA,58.8053,-122.7002,71.19,28,40,9.22,scattered clouds,2022-06-02 03:57:18
553,Maragogi,BR,-9.0122,-35.2225,74.43,89,39,3.85,scattered clouds,2022-06-02 03:57:19
554,Kargasok,RU,59.0556,80.8572,41.59,51,57,18.19,broken clouds,2022-06-02 03:57:20
555,Staryy Nadym,RU,65.6118,72.6842,34.66,43,69,26.08,broken clouds,2022-06-02 03:57:21
556,Nantucket,US,41.2835,-70.0995,57.31,83,100,11.18,overcast clouds,2022-06-02 03:55:18
557,Celestun,MX,20.8667,-90.4,75.58,89,100,12.46,overcast clouds,2022-06-02 03:57:23
558,Port Lincoln,AU,-34.7333,135.8667,58.73,49,100,12.06,overcast clouds,2022-06-02 03:57:23
559,Pirawa,IN,24.1551,76.0273,100.02,17,4,16.22,clear sky,2022-06-02 03:57:24
560,Sussex,US,41.1834,-74.6663,62.67,84,100,0.0,overcast clouds,2022-06-02 03:57:25
561,Sarahan,IN,31.5167,77.8,72.01,21,2,4.59,clear sky,2022-06-02 03:57:25
562,Kokkola,FI,63.8385,23.1307,51.93,92,0,4.61,clear sky,2022-06-02 03:57:26
563,Sistranda,NO,63.7256,8.834,51.76,93,100,3.83,overcast clouds,2022-06-02 03:57:27
564,Moose Factory,CA,51.2585,-80.6094,50.0,81,0,2.3,clear sky,2022-06-02 03:57:27
565,Sapa,PH,5.1544,120.3241,85.62,66,92,8.14,overcast clouds,2022-06-02 03:57:28
566,Stornoway,GB,58.2093,-6.3865,39.16,100,20,0.0,few clouds,2022-06-02 03:57:29
567,Bireun,ID,5.203,96.7009,81.64,67,100,1.54,overcast clouds,2022-06-02 03:57:29
568,Ust-Kuyga,RU,70.0167,135.6,42.35,73,21,4.21,few clouds,2022-06-02 03:57:30
569,Oistins,BB,13.0667,-59.5333,80.69,78,20,14.97,few clouds,2022-06-02 03:57:30
570,Jijiga,ET,9.35,42.8,63.43,75,33,14.88,scattered clouds,2022-06-02 03:57:31
571,Mount Isa,AU,-20.7333,139.5,80.37,28,40,10.36,scattered clouds,2022-06-02 03:57:32
572,Webuye,KE,0.6075,34.7697,57.51,85,76,5.37,broken clouds,2022-06-02 03:57:32
573,Diphu,IN,25.8333,93.4333,83.89,86,56,3.53,broken clouds,2022-06-02 03:57:33
574,Berlevag,NO,70.8578,29.0864,49.8,87,100,5.75,overcast clouds,2022-06-02 03:57:34
575,Naryan-Mar,RU,67.6713,53.087,47.93,38,37,11.81,scattered clouds,2022-06-02 03:57:34
576,Riyadh,SA,24.6877,46.7219,77.14,10,0,5.77,clear sky,2022-06-02 03:57:35
577,Xichang,CN,27.8964,102.2634,78.8,70,62,2.82,broken clouds,2022-06-02 03:57:36
578,Awbari,LY,26.5921,12.7805,79.03,17,0,12.41,clear sky,2022-06-02 03:57:36
579,Kenai,US,60.5544,-151.2583,70.03,51,3,5.97,clear sky,2022-06-02 03:57:37
580,Omboue,GA,-1.5746,9.2618,72.59,94,33,4.59,light rain,2022-06-02 03:57:37
581,Zeya,RU,53.75,127.2667,49.55,90,99,5.17,overcast clouds,2022-06-02 03:57:38
582,Brigantine,US,39.4101,-74.3646,65.03,98,52,3.62,broken clouds,2022-06-02 03:54:30
583,Miri,MY,4.4148,114.0089,78.94,94,40,3.44,scattered clouds,2022-06-02 03:57:39
584,Atambua,ID,-9.1061,124.8925,85.21,59,9,4.45,clear sky,2022-06-02 03:57:40
585,Damavand,IR,35.7178,52.065,68.0,26,1,3.38,clear sky,2022-06-02 03:57:41
586,Verkhnevilyuysk,RU,63.4453,120.3167,63.21,55,65,5.48,light rain,2022-06-02 03:57:41
587,Merauke,ID,-8.4667,140.3333,86.9,62,17,13.06,few clouds,2022-06-02 03:55:07
588,Sarkand,KZ,45.41,79.9186,60.12,76,91,10.89,overcast clouds,2022-06-02 03:57:42
589,Mao,ES,39.8885,4.2658,66.76,100,100,10.36,overcast clouds,2022-06-02 03:57:43
590,Kharp,RU,66.8014,65.8081,38.86,37,2,11.25,clear sky,2022-06-02 03:57:43
591,Khandagayty,RU,50.7333,92.05,58.6,36,45,22.97,scattered clouds,2022-06-02 03:57:44
592,Baiao,BR,-2.7906,-49.6717,71.51,99,91,2.42,overcast clouds,2022-06-02 03:57:45
593,Harper,LR,4.375,-7.7169,77.45,86,100,1.68,overcast clouds,2022-06-02 03:57:46
594,Black Diamond,US,47.3087,-122.0032,63.37,80,82,2.91,broken clouds,2022-06-02 03:57:01
595,Nizhneangarsk,RU,55.7833,109.55,52.97,47,97,3.2,overcast clouds,2022-06-02 03:57:47
596,Gondanglegi,ID,-7.7479,112.0132,85.48,66,9,10.18,clear sky,2022-06-02 03:57:47
597,Ler,SS,8.3018,30.1418,75.85,73,88,5.7,overcast clouds,2022-06-02 03:57:48
598,Berbera,SO,10.4396,45.0143,91.96,41,41,16.82,scattered clouds,2022-06-02 03:57:49
599,Easton,US,40.6884,-75.2207,65.77,93,100,1.99,overcast clouds,2022-06-02 03:58:50
600,Sacramento,US,38.4666,-121.3177,84.58,31,40,5.99,scattered clouds,2022-06-02 03:56:39
601,Sabang,ID,5.8933,95.3214,82.53,76,100,22.1,overcast clouds,2022-06-02 03:58:51
602,El Sauzal,MX,31.9,-116.6833,59.41,80,24,0.96,few clouds,2022-06-02 03:58:52
603,Tosya,TR,41.0155,34.0401,63.73,63,31,3.13,scattered clouds,2022-06-02 03:58:52
604,Kankon,IN,15.0167,74.0167,84.0,72,78,6.85,broken clouds,2022-06-02 03:58:53
605,Nouakchott,MR,18.0858,-15.9785,89.53,40,27,25.86,scattered clouds,2022-06-02 03:58:12
606,Rossland,CA,49.0831,-117.8022,56.71,48,100,1.99,overcast clouds,2022-06-02 03:58:54
607,Griffith,US,41.5284,-87.4237,60.26,80,40,0.0,scattered clouds,2022-06-02 03:58:55
608,Gushikawa,JP,26.3544,127.8686,80.6,90,100,11.5,heavy intensity rain,2022-06-02 03:58:56
609,Aswan,EG,24.0934,32.907,79.9,24,0,4.61,clear sky,2022-06-02 03:58:56
610,Kenitra,MA,34.261,-6.5802,59.76,91,78,4.7,broken clouds,2022-06-02 03:58:58
611,Mulege,MX,26.8833,-111.9833,77.43,59,0,1.52,clear sky,2022-06-02 03:58:58
612,Litovko,RU,49.2361,135.1742,60.37,66,95,14.07,overcast clouds,2022-06-02 03:58:59
613,Khabary,RU,53.6259,79.5345,54.77,56,6,15.05,clear sky,2022-06-02 03:59:00
614,Alghero,IT,40.5589,8.3181,62.69,100,0,5.75,clear sky,2022-06-02 03:59:00
615,Weligama,LK,5.9667,80.4167,80.94,85,80,14.29,broken clouds,2022-06-02 03:59:01
616,Tiarei,PF,-17.5333,-149.3333,78.82,76,99,14.85,overcast clouds,2022-06-02 03:59:01
617,Aksu,CN,41.1231,80.2644,77.9,19,0,2.44,clear sky,2022-06-02 03:59:02
618,Maymyo,MM,22.0333,96.4667,75.99,69,100,7.49,overcast clouds,2022-06-02 03:59:03
619,Ponta Delgada,PT,37.7333,-25.6667,61.5,82,20,3.44,few clouds,2022-06-02 03:59:03
620,Le Moule,GP,16.3332,-61.3473,77.04,75,88,10.92,overcast clouds,2022-06-02 03:59:04
621,Maningrida,AU,-12.0667,134.2667,87.44,55,75,14.47,broken clouds,2022-06-02 03:59:05
622,Mineiros,BR,-17.5694,-52.5511,67.06,53,23,2.42,few clouds,2022-06-02 03:59:05
623,Ferkessedougou,CI,9.6,-5.2,75.11,81,100,7.05,overcast clouds,2022-06-02 03:59:06
624,Velikiy Ustyug,RU,60.7644,46.3106,61.48,84,99,1.34,overcast clouds,2022-06-02 03:59:06
625,Jacobina,BR,-11.1806,-40.5183,64.67,98,24,2.95,few clouds,2022-06-02 03:54:13
626,Lisakovsk,KZ,52.5369,62.4936,65.26,45,7,6.38,clear sky,2022-06-02 03:59:07
627,Xicotencatl,MX,23.0167,-98.8833,81.54,78,41,5.91,scattered clouds,2022-06-02 03:59:08
628,Ciechanow,PL,52.8814,20.62,53.46,87,56,6.2,broken clouds,2022-06-02 03:59:09
629,Cerrito,CO,6.8432,-72.694,49.26,81,96,3.49,overcast clouds,2022-06-02 03:59:09
630,Narok,KE,-1.0783,35.8601,54.99,94,97,6.73,overcast clouds,2022-06-02 03:59:10
631,Acheng,CN,45.5454,126.977,70.86,41,17,4.92,few clouds,2022-06-02 03:59:11
632,Neiafu,TO,-18.65,-173.9833,83.08,74,40,10.36,scattered clouds,2022-06-02 03:59:11
633,Abnub,EG,27.2696,31.1511,70.02,43,0,8.52,clear sky,2022-06-02 03:59:12
634,Graham,US,47.0529,-122.2943,63.39,76,100,3.0,overcast clouds,2022-06-02 03:59:13
635,Flinders,AU,-34.5833,150.8552,63.37,60,98,6.02,overcast clouds,2022-06-02 03:59:14
636,Shunyi,CN,40.125,116.6453,87.75,30,0,6.71,clear sky,2022-06-02 03:59:14
637,Beyneu,KZ,45.3167,55.2,75.7,37,0,21.9,clear sky,2022-06-02 03:59:15
638,Kununurra,AU,-15.7667,128.7333,93.18,49,40,10.36,scattered clouds,2022-06-02 03:59:16
639,Tongliao,CN,43.6125,122.2653,77.16,25,100,2.01,overcast clouds,2022-06-02 03:59:17
640,Killybegs,IE,54.6333,-8.45,49.23,86,84,4.09,broken clouds,2022-06-02 03:59:17
641,Abbeville,FR,50.1,1.8333,46.49,92,34,6.08,scattered clouds,2022-06-02 03:59:18
642,Valdosta,US,30.8327,-83.2785,75.92,81,51,7.43,broken clouds,2022-06-02 04:00:16
643,La Libertad,EC,-2.2333,-80.9,69.46,83,0,11.5,clear sky,2022-06-02 03:56:39
644,Papara,BR,-3.9839,-38.7273,73.69,95,99,2.53,overcast clouds,2022-06-02 04:00:38
645,Price,US,39.5994,-110.8107,63.12,30,79,5.48,broken clouds,2022-06-02 03:59:55
646,Santarem,BR,-2.4431,-54.7083,73.2,97,72,1.39,broken clouds,2022-06-02 04:00:46
647,Cheremkhovo,RU,53.1561,103.0675,52.52,91,100,0.51,light rain,2022-06-02 04:00:19
648,Usinsk,RU,65.9939,57.5281,46.17,33,6,14.81,clear sky,2022-06-02 04:00:55
649,Juneau,US,58.3019,-134.4197,68.11,45,1,4.9,clear sky,2022-06-02 04:00:56
650,Caravelas,BR,-17.7125,-39.2481,72.36,93,7,1.48,clear sky,2022-06-02 04:00:57
651,Thunder Bay,CA,48.4001,-89.3168,51.78,76,40,5.75,scattered clouds,2022-06-02 03:57:24
652,Lima,PE,-12.0432,-77.0282,59.25,88,0,10.36,clear sky,2022-06-02 03:59:44
653,Zheleznogorsk,RU,52.331,35.3711,63.27,92,66,6.13,broken clouds,2022-06-02 04:01:05
654,Aykhal,RU,66.0,111.5,60.21,34,12,17.25,few clouds,2022-06-02 04:01:06
655,Vargashi,RU,55.3556,65.8467,63.39,59,13,4.79,few clouds,2022-06-02 04:01:08
656,Grandola,PT,38.1772,-8.5668,62.35,97,25,6.08,scattered clouds,2022-06-02 04:01:09
657,Jurm,AF,36.8648,70.8342,66.83,35,2,2.89,clear sky,2022-06-02 04:01:10
658,Half Moon Bay,US,37.4636,-122.4286,67.53,84,0,5.75,mist,2022-06-02 03:57:26
659,Bani,DO,18.2833,-70.3333,76.08,86,88,4.94,overcast clouds,2022-06-02 04:01:11
660,Murgab,TM,37.4966,61.9714,89.56,12,0,4.83,clear sky,2022-06-02 04:01:12
661,Isla Mujeres,MX,21.2311,-86.731,77.16,81,100,22.06,overcast clouds,2022-06-02 04:01:13
662,Kabare,CD,-2.4683,28.8242,59.25,97,99,3.56,overcast clouds,2022-06-02 04:01:14
663,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,13.8,few clouds,2022-06-02 03:58:47
664,Luganville,VU,-15.5333,167.1667,82.63,75,96,6.82,overcast clouds,2022-06-02 04:01:15
665,Conakry,GN,9.538,-13.6773,80.73,81,100,5.68,overcast clouds,2022-06-02 04:01:16
666,Tevriz,RU,57.509,72.4042,51.01,38,11,10.4,few clouds,2022-06-02 04:01:17
667,Okhotsk,RU,59.3833,143.3,45.3,78,100,8.01,overcast clouds,2022-06-02 04:01:18
668,Loreto,MX,22.2667,-101.9667,65.71,64,1,22.95,clear sky,2022-06-02 04:01:19
669,Maceio,BR,-9.6658,-35.7353,72.84,94,75,4.61,mist,2022-06-02 04:01:20
670,Rabo De Peixe,PT,37.8,-25.5833,60.28,94,20,3.44,few clouds,2022-06-02 04:01:21
671,Kulhudhuffushi,MV,6.6221,73.07,82.4,77,99,18.16,overcast clouds,2022-06-02 04:01:22
672,Lons-Le-Saunier,FR,46.75,5.75,59.23,97,100,3.29,overcast clouds,2022-06-02 04:01:23
673,Charters Towers,AU,-20.1,146.2667,77.54,34,74,6.4,broken clouds,2022-06-02 04:01:24
674,Gulmarg,IN,34.049,74.3921,57.78,49,1,4.34,clear sky,2022-06-02 04:01:25
675,Carndonagh,IE,55.25,-7.2667,48.87,84,98,4.18,overcast clouds,2022-06-02 04:01:25
676,Morro Bay,US,35.3658,-120.8499,60.39,79,6,4.0,clear sky,2022-06-02 04:01:26
677,Lotofaga,WS,-13.9764,-171.8578,80.92,73,31,9.06,scattered clouds,2022-06-02 04:01:27
678,Charagua,BO,-19.8,-63.2167,48.18,91,100,3.85,overcast clouds,2022-06-02 04:01:28
679,Divnogorsk,RU,55.9594,92.3619,57.74,69,100,15.14,light rain,2022-06-02 04:01:29
680,Vestmannaeyjar,IS,63.4427,-20.2734,49.3,89,100,10.45,overcast clouds,2022-06-02 04:01:29
681,Alto Araguaia,BR,-17.3147,-53.2153,66.42,60,10,1.39,clear sky,2022-06-02 04:01:30
